name,address,link,details,n_students,neighborhood,type
Openbare Basisschool W J Driessen,F. Wiedijk Jznstraat 1,/basisscholen/grootschermer/5833/openbare-basisschool-w-j-driessen/,Openbaar Basisonderwijs42,42.0,Grootschermer,Basic School
CBS Nijdjip,Jongema 4,/basisscholen/grou/22560/cbs-nijdjip/,Prot. christelijk,216.0,Grou,Basic School
Openbare Basisschool De Twa Fisken,Jongema 6,/basisscholen/grou/23212/openbare-basisschool-de-twa-fisken/,Openbaar Basisonderwijs226,226.0,Grou,Basic School
Openbare Basisschool De Samensprong,Leliestraat 8 A,/basisscholen/grubbenvorst/10070/openbare-basisschool-de-samensprong/,Openbaar Basisonderwijs131,131.0,Grubbenvorst,Basic School
Basisschool De Kameleon,Pastoor Tijssenstraat 18 A,/basisscholen/grubbenvorst/7793/basisschool-de-kameleon/,Katholiek Basisonderwijs191,191.0,Grubbenvorst,Basic School
Basisschool De Triangel,Willem Vliegenstraat 7,/basisscholen/gulpen/6468/basisschool-de-triangel/,Katholiek Basisonderwijs261,261.0,Gulpen,Basic School
School voor Speciaal Basisonderwijs St Bernardus,Willem Vliegenstraat 5,/basisscholen/gulpen/10429/school-voor-speciaal-basisonderwijs-st-bernardus/,Katholiek Speciaal,137.0,Gulpen,Basic School
Thrimwalda,Dr. O. Postmastrjitte 6,/basisscholen/gytsjerk/10961/thrimwalda/,Openbaar Basisonderwijs77,77.0,Gytsjerk,Basic School
Ichthusschool,Simke Kloostermanstrjitte 44,/basisscholen/gytsjerk/24687/ichthusschool/,Prot. christelijk,85.0,Gytsjerk,Basic School
Christelijke Basisschool Goudenstein,Vredeplein 1,/basisscholen/haaften/23286/christelijke-basisschool-goudenstein/,Prot. christelijk,158.0,Haaften,Basic School
OBS de Wielewaal,Vredeplein 1,/basisscholen/haaften/10562/obs-de-wielewaal/,Openbaar Basisonderwijs78,78.0,Haaften,Basic School
Op den Akker,de Akker 2,/basisscholen/haaksbergen/4830/op-den-akker/,Prot. christelijk,78.0,Haaksbergen,Basic School
Basisschool Paus Joannes,Benninkstraat 12,/basisscholen/haaksbergen/4845/basisschool-paus-joannes/,Katholiek Basisonderwijs169,169.0,Haaksbergen,Basic School
Basisschool Pius X,W.H. Jordaansingel 20,/basisscholen/haaksbergen/8762/basisschool-pius-x/,Katholiek Basisonderwijs174,174.0,Haaksbergen,Basic School
Basisschool Sint Bonifatius,Lijsterstraat 11,/basisscholen/haaksbergen/4846/basisschool-sint-bonifatius/,Katholiek Basisonderwijs160,160.0,Haaksbergen,Basic School
IKC De Kameleon,Bartokstraat 56,/basisscholen/haaksbergen/8763/ikc-de-kameleon/,Samenwerking Basisonderwijs173,173.0,Haaksbergen,Basic School
Basisschool Het Palet,Holthuizerstraat 12-14,/basisscholen/haaksbergen/8764/basisschool-het-palet/,Katholiek Basisonderwijs298,298.0,Haaksbergen,Basic School
Basisschool Honesch,Hasseltweg 10,/basisscholen/haaksbergen/4849/basisschool-honesch/,Openbaar Basisonderwijs71,71.0,Haaksbergen,Basic School
Basisschool Buurse,de Noor 101,/basisscholen/haaksbergen/4850/basisschool-buurse/,Samenwerking Basisonderwijs77,77.0,Haaksbergen,Basic School
Basisschool Sint Bonifacius,Beckummerweg 9,/basisscholen/haaksbergen/8765/basisschool-sint-bonifacius/,Katholiek Basisonderwijs111,111.0,Haaksbergen,Basic School
Basisschool Los Hoes,Hassinkborgh 16,/basisscholen/haaksbergen/8766/basisschool-los-hoes/,Algemeen bijzonder,308.0,Haaksbergen,Basic School
Montessorischool Haaksbergen,Weertseriet 19,/basisscholen/haaksbergen/5239/montessorischool-haaksbergen/,Algemeen bijzonder,68.0,Haaksbergen,Basic School
IKC De Wieling,Kolkweg 5,/basisscholen/haalderen/8105/ikc-de-wieling/,Katholiek Basisonderwijs118,118.0,Haalderen,Basic School
Basisschool Klim-op,Sportlaantje 8,/basisscholen/haaren/25630/basisschool-klim-op/,Katholiek Basisonderwijs260,260.0,Haaren,Basic School
Openbare Basisschool De Hasselbraam,Sportlaantje 8,/basisscholen/haaren/10797/openbare-basisschool-de-hasselbraam/,Openbaar Basisonderwijs138,138.0,Haaren,Basic School
RK Basisschool Op Weg,Pastoor Langedijkstraat 1,/basisscholen/haarle-gem-hellendoorn/8019/rk-basisschool-op-weg/,Katholiek Basisonderwijs135,135.0,Haarle (Gem. Hellendoorn),Basic School
Koorschool van het Muziekinstituut van de Kathedraal,Westergracht 61,/basisscholen/haarlem/8998/koorschool-van-het-muziekinstituut-van-de-kathedraal/,Katholiek Basisonderwijs55,55.0,Haarlem,Basic School
Islamitische Basisschool Al Ikhlaas,Spijkerboorpad 4,/basisscholen/haarlem/25483/islamitische-basisschool-al-ikhlaas/,Confessioneel overig,385.0,Haarlem,Basic School
Focus,Houtmanpad 33,/basisscholen/haarlem/25814/focus/,Algemeen bijzonder,177.0,Haarlem,Basic School
Vrije School Kennemerland,Weltevredenstraat 9,/basisscholen/haarlem/22855/vrije-school-kennemerland/,Algemeen bijzonder,219.0,Haarlem,Basic School
Rudolf Steinerschool,Engelandlaan 2,/basisscholen/haarlem/23243/rudolf-steinerschool/,Algemeen bijzonder,414.0,Haarlem,Basic School
Vrije School Kleverpark,Wouwermanstraat 49 a,/basisscholen/haarlem/26234/vrije-school-kleverpark/,Algemeen bijzonder,409.0,Haarlem,Basic School
Auris Prof. Van Gilseschool,Daslookweg 2,/basisscholen/haarlem/23883/auris-prof-van-gilseschool/,Algemeen bijzonder,166.0,Haarlem,Basic School
Openbare Basisschool Bos en Vaart,Florapark 14,/basisscholen/haarlem/7367/openbare-basisschool-bos-en-vaart/,Openbaar Basisonderwijs532,532.0,Haarlem,Basic School
Cruquiusschool,Cruquiusstraat 2,/basisscholen/haarlem/26109/cruquiusschool/,Openbaar Basisonderwijs148,148.0,Haarlem,Basic School
Openbare Basisschool De Kring,Parklaan 108,/basisscholen/haarlem/7368/openbare-basisschool-de-kring/,Openbaar Basisonderwijs485,485.0,Haarlem,Basic School
Openbare Basisschool Hannie Schaft,Linschotenstraat 57 A,/basisscholen/haarlem/22092/openbare-basisschool-hannie-schaft/,Openbaar Basisonderwijs220,220.0,Haarlem,Basic School
Openbare Basisschool De Cirkel,Atjehstraat 35 A,/basisscholen/haarlem/7369/openbare-basisschool-de-cirkel/,Openbaar Basisonderwijs264,264.0,Haarlem,Basic School
Openbare Basisschool Ter Cleeff,Santpoorterplein 28,/basisscholen/haarlem/11211/openbare-basisschool-ter-cleeff/,Openbaar Basisonderwijs559,559.0,Haarlem,Basic School
IKC De Argonauten,Nicolaas van der Laanstraat 25,/basisscholen/haarlem/25710/ikc-de-argonauten/,Openbaar Basisonderwijs197,197.0,Haarlem,Basic School
Openbare Basisschool De Wilgenhoek,Wilgenstraat 81,/basisscholen/haarlem/11212/openbare-basisschool-de-wilgenhoek/,Openbaar Basisonderwijs198,198.0,Haarlem,Basic School
De Beatrixschool,Blinkertpad 3,/basisscholen/haarlem/11213/de-beatrixschool/,Openbaar Basisonderwijs416,416.0,Haarlem,Basic School
Openbare Basisschool De Dolfijn,Gijsbrecht v Aemstelstr 118,/basisscholen/haarlem/7370/openbare-basisschool-de-dolfijn/,Openbaar Basisonderwijs237,237.0,Haarlem,Basic School
Openbare basisschool de Zonnewijzer,Planetenlaan 9,/basisscholen/haarlem/7371/openbare-basisschool-de-zonnewijzer/,Openbaar Basisonderwijs420,420.0,Haarlem,Basic School
Openbare Basisschool De Zuidwester,Ohmstraat 2,/basisscholen/haarlem/11214/openbare-basisschool-de-zuidwester/,Openbaar Basisonderwijs409,409.0,Haarlem,Basic School
Martin Luther Kingschool,van Zeggelenplein 31a,/basisscholen/haarlem/11215/martin-luther-kingschool/,Openbaar Basisonderwijs229,229.0,Haarlem,Basic School
St. Franciscusschool,Liedeweg 79,/basisscholen/haarlemmerliede/5430/st-franciscusschool/,Katholiek Basisonderwijs69,69.0,Haarlemmerliede,Basic School
Openbare Basisschool De Voshaar,Wolinkweg 6,/basisscholen/haarlo/10119/openbare-basisschool-de-voshaar/,Openbaar Basisonderwijs41,41.0,Haarlo,Basic School
Rooms Katholieke Basisschool H Lambertus,Mari van Eschstraat 2,/basisscholen/haarsteeg/12135/rooms-katholieke-basisschool-h-lambertus/,Katholiek Basisonderwijs191,191.0,Haarsteeg,Basic School
Sint Bonifatiusschool,Brinkstraat 4,/basisscholen/haarzuilens/8971/sint-bonifatiusschool/,Katholiek Basisonderwijs52,52.0,Haarzuilens,Basic School
Samenwerkingsschool De Pelikaan,Grote Haven 2 D,/basisscholen/haastrecht/9299/samenwerkingsschool-de-pelikaan/,Samenwerking Basisonderwijs214,214.0,Haastrecht,Basic School
Basisschool De Morgenster,Grote Haven 2 B,/basisscholen/haastrecht/5845/basisschool-de-morgenster/,Prot. christelijk,139.0,Haastrecht,Basic School
Kindcentrum De Glundering,Ringoven 5,/basisscholen/haelen/8702/kindcentrum-de-glundering/,Katholiek Basisonderwijs253,253.0,Haelen,Basic School
Heikei,Speckerweg 5,/basisscholen/haelen/26002/heikei/,Algemeen bijzonder,7.0,Haelen,Basic School
Meester Vos,Bongerd 2,/basisscholen/hagestein/6936/meester-vos/,Openbaar Basisonderwijs255,255.0,Hagestein,Basic School
Samenwijs St. Jozef,Emmastraat 1,/basisscholen/haghorst/5578/samenwijs-st-jozef/,Katholiek Basisonderwijs61,61.0,Haghorst,Basic School
Jong Geleerd,Schoolstraat 5,/basisscholen/halfweg/24315/jong-geleerd/,Samenwerking Basisonderwijs234,234.0,Halfweg,Basic School
Kindcentrum De Vossestaart,Dorpsstraat 40,/basisscholen/hall/6664/kindcentrum-de-vossestaart/,Openbaar Basisonderwijs59,59.0,Hall,Basic School
Dorpsschool Halle,Dorpsstraat 84,/basisscholen/halle/9000/dorpsschool-halle/,Algemeen bijzonder,126.0,Halle,Basic School
Christelijke Basisschool It Fundamint,Offingaweg 32,/basisscholen/hallum/9323/christelijke-basisschool-it-fundamint/,Prot. christelijk,208.0,Hallum,Basic School
o.b.s. 'Op 'e Dobbe',Finne 42,/basisscholen/hallum/10942/obs-op-e-dobbe/,Openbaar Basisonderwijs52,52.0,Hallum,Basic School
Christelijke Basisschool De Springplank,Burg Elkhuizenlaan 55,/basisscholen/halsteren/9184/christelijke-basisschool-de-springplank/,Prot. christelijk,170.0,Halsteren,Basic School
Rooms Katholieke Basisschool De Biezenhof,Rode Schouw 85,/basisscholen/halsteren/9188/rooms-katholieke-basisschool-de-biezenhof/,Katholiek Basisonderwijs360,360.0,Halsteren,Basic School
Rooms Katholieke Basisschool De Toermalijn,Rondsel 144,/basisscholen/halsteren/5289/rooms-katholieke-basisschool-de-toermalijn/,Katholiek Basisonderwijs266,266.0,Halsteren,Basic School
RK Basisschool St Maarten,Vijverstraat 17,/basisscholen/halsteren/5290/rk-basisschool-st-maarten/,Katholiek Basisonderwijs92,92.0,Halsteren,Basic School
Basisschool De Rode Schouw,Rode Schouw 87,/basisscholen/halsteren/5660/basisschool-de-rode-schouw/,Algemeen bijzonder,106.0,Halsteren,Basic School
Kindcentrum De Havelt,Johannes Keijzershof 2,/basisscholen/handel/8993/kindcentrum-de-havelt/,Katholiek Basisonderwijs115,115.0,Handel,Basic School
Kanjerschool De Wilgenhoek,Steurstraat 3,/basisscholen/hank/11269/kanjerschool-de-wilgenhoek/,Openbaar Basisonderwijs67,67.0,Hank,Basic School
RK Basisschool De Bolderik,Beatrixstraat 68,/basisscholen/hank/11306/rk-basisschool-de-bolderik/,Katholiek Basisonderwijs214,214.0,Hank,Basic School
Basisschool De Eendracht,Eendracht 3,/basisscholen/hansweert/7180/basisschool-de-eendracht/,Openbaar Basisonderwijs31,31.0,Hansweert,Basic School
RK Basisschool Schuttevaer,Keeten 2,/basisscholen/hansweert/12115/rk-basisschool-schuttevaer/,Katholiek Basisonderwijs81,81.0,Hansweert,Basic School
Christelijke Basisschool De Fjouwerhoeke,Fennewei 2,/basisscholen/hantumhuzen/5443/christelijke-basisschool-de-fjouwerhoeke/,Prot. christelijk,49.0,Hantumhuzen,Basic School
Basisschool Het Palet,Oude Provincialeweg 17,/basisscholen/hapert/7697/basisschool-het-palet/,Katholiek Basisonderwijs497,497.0,Hapert,Basic School
Basisschool De Bongerd,Kerkstraat 7,/basisscholen/haps/11622/basisschool-de-bongerd/,Katholiek Basisonderwijs185,185.0,Haps,Basic School
school voor speciaal basisonderwijs de Oase,Gramsbergerweg 50 A,/basisscholen/hardenberg/9465/school-voor-speciaal-basisonderwijs-de-oase/,Prot. christelijk,127.0,Hardenberg,Basic School
Kindcentrum de Vlinder,Rembrandtstraat 31,/basisscholen/hardenberg/9468/kindcentrum-de-vlinder/,Prot. christelijk,202.0,Hardenberg,Basic School
KC De Elzenhof,Ondermaat 13,/basisscholen/hardenberg/9469/kc-de-elzenhof/,Prot. christelijk,209.0,Hardenberg,Basic School
Christelijke Basisschool De MarsWeijde,Erve Odinck 5,/basisscholen/hardenberg/9470/christelijke-basisschool-de-marsweijde/,Prot. christelijk,480.0,Hardenberg,Basic School
KC De Bloemenhof,Floralaan 18,/basisscholen/hardenberg/5593/kc-de-bloemenhof/,Prot. christelijk,357.0,Hardenberg,Basic School
Risaeusschool,Zonnehof 34,/basisscholen/hardenberg/10734/risaeusschool/,Prot. christelijk,129.0,Hardenberg,Basic School
Gereformeerde Basisschool DS G Doekes,Frits de Zwerverlaan 7,/basisscholen/hardenberg/10735/gereformeerde-basisschool-ds-g-doekes/,Prot. christelijk,346.0,Hardenberg,Basic School
De Morgenster Gereformeerde Basisschool,Fonteinkruid 4,/basisscholen/hardenberg/6872/de-morgenster-gereformeerde-basisschool/,Prot. christelijk,79.0,Hardenberg,Basic School
OBS De Kern,Erve Odinck 3,/basisscholen/hardenberg/10749/obs-de-kern/,Openbaar Basisonderwijs101,101.0,Hardenberg,Basic School
OBS Baalder,Weidehof 1,/basisscholen/hardenberg/10751/obs-baalder/,Openbaar Basisonderwijs36,36.0,Hardenberg,Basic School
ojs Het Palet,Rembrandtstraat 35,/basisscholen/hardenberg/6883/ojs-het-palet/,Openbaar Basisonderwijs119,119.0,Hardenberg,Basic School
OBS 't Spectrum,Herderstasje 56,/basisscholen/hardenberg/6886/obs-t-spectrum/,Openbaar Basisonderwijs41,41.0,Hardenberg,Basic School
Islamitische Basisschool Al-Islaah,Bosboom-Toussaintstraat 1,/basisscholen/harderwijk/5269/islamitische-basisschool-al-islaah/,Confessioneel overig,89.0,Harderwijk,Basic School
De Olijfboom,Kamillemeen 5,/basisscholen/harderwijk/9464/de-olijfboom/,Prot. christelijk,159.0,Harderwijk,Basic School
Basisschool Alfons Ariens,Kamillemeen 1,/basisscholen/harderwijk/9475/basisschool-alfons-ariens/,Katholiek Basisonderwijs310,310.0,Harderwijk,Basic School
Basisschool Dominicus Savio,Vondellaan 28,/basisscholen/harderwijk/5603/basisschool-dominicus-savio/,Katholiek Basisonderwijs290,290.0,Harderwijk,Basic School
Wolderweide,Biezenplein 4,/basisscholen/harderwijk/25236/wolderweide/,Katholiek Basisonderwijs349,349.0,Harderwijk,Basic School
Basisschool Het Talent,Krommekamp 115 B,/basisscholen/harderwijk/9965/basisschool-het-talent/,Openbaar Basisonderwijs126,126.0,Harderwijk,Basic School
AZS De Vlieger,Deventerweg 83,/basisscholen/harderwijk/21672/azs-de-vlieger/,Overige Basisonderwijs82,82.0,Harderwijk,Basic School
Kindcentrum De Veste,Houtkamp 37,/basisscholen/harderwijk/9966/kindcentrum-de-veste/,Openbaar Basisonderwijs143,143.0,Harderwijk,Basic School
Harderwijkse Montessorischool Het Koraal,Triasplein 7,/basisscholen/harderwijk/6041/harderwijkse-montessorischool-het-koraal/,Openbaar Basisonderwijs94,94.0,Harderwijk,Basic School
"De Springplank, Christelijke school voor Speciaal Basisonderwijs",Kruithuis 2,/basisscholen/harderwijk/7008/de-springplank-christelijke-school-voor-speciaal-basisonderwijs/,Prot. christelijk,217.0,Harderwijk,Basic School
"De Lelie, Christelijke school voor Zeer Moeilijk Lerende Kinderen",Anne Franklaan 7,/basisscholen/harderwijk/10885/de-lelie-christelijke-school-voor-zeer-moeilijk-lerende-kinderen/,Prot. christelijk,80.0,Harderwijk,Basic School
Vrije School Valentijn,Vliepad 1,/basisscholen/harderwijk/8391/vrije-school-valentijn/,Algemeen bijzonder,156.0,Harderwijk,Basic School
Christelijke basisschool Het Baken,Vollenhovemeen 29,/basisscholen/harderwijk/8574/christelijke-basisschool-het-baken/,Prot. christelijk,166.0,Harderwijk,Basic School
CBS de Schakel,Vondellaan 26,/basisscholen/harderwijk/8575/cbs-de-schakel/,Prot. christelijk,253.0,Harderwijk,Basic School
Basisschool de Wegwijzer,Kennedylaan 1,/basisscholen/harderwijk/8576/basisschool-de-wegwijzer/,Prot. christelijk,167.0,Harderwijk,Basic School
Basisschool De Brug,Piet Heinlaan 22,/basisscholen/harderwijk/8577/basisschool-de-brug/,Prot. christelijk,171.0,Harderwijk,Basic School
Christelijke Basisschool DOK 19,Flevoweg 73,/basisscholen/harderwijk/8578/christelijke-basisschool-dok-19/,Prot. christelijk,133.0,Harderwijk,Basic School
Christelijke basisschool de Rank,Bongerdsteeg 1,/basisscholen/harderwijk/8579/christelijke-basisschool-de-rank/,Prot. christelijk,212.0,Harderwijk,Basic School
christelijke daltonschool Willem Alexander,Veldkamp 33,/basisscholen/harderwijk/8580/christelijke-daltonschool-willem-alexander/,Prot. christelijk,163.0,Harderwijk,Basic School
CBS De Bron Harderwijk (23CH),Frankenskamp 4,/basisscholen/harderwijk/24438/cbs-de-bron-harderwijk-23ch/,Prot. christelijk,389.0,Harderwijk,Basic School
Merwedeschool voor Openbaar Basisonderwijs,Hobbemastraat 3,/basisscholen/hardinxveld-giessendam/6125/merwedeschool-voor-openbaar-basisonderwijs/,Openbaar Basisonderwijs137,137.0,Hardinxveld-Giessendam,Basic School
Openbare basisschool De Driemaster,Pietersweer 32,/basisscholen/hardinxveld-giessendam/10048/openbare-basisschool-de-driemaster/,Openbaar Basisonderwijs261,261.0,Hardinxveld-Giessendam,Basic School
Rehobothschool,Schoolstraat 4,/basisscholen/hardinxveld-giessendam/22564/rehobothschool/,Prot. christelijk,398.0,Hardinxveld-Giessendam,Basic School
School met de Bijbel De Regenboog,Steek 2,/basisscholen/hardinxveld-giessendam/24610/school-met-de-bijbel-de-regenboog/,Prot. christelijk,237.0,Hardinxveld-Giessendam,Basic School
Ichthusschool,Pauwtjesmolen 55 A,/basisscholen/hardinxveld-giessendam/22566/ichthusschool/,Prot. christelijk,209.0,Hardinxveld-Giessendam,Basic School
IKC De Wonderwijzer,Tonneband 22,/basisscholen/hardinxveld-giessendam/10852/ikc-de-wonderwijzer/,Prot. christelijk,109.0,Hardinxveld-Giessendam,Basic School
Koningin Wilhelmina-School,Noordstraat 1,/basisscholen/hardinxveld-giessendam/7694/koningin-wilhelmina-school/,Prot. christelijk,396.0,Hardinxveld-Giessendam,Basic School
Peter Petersenschool,Rummerinkhof 6 b,/basisscholen/haren-groningen/5516/peter-petersenschool/,Algemeen bijzonder,247.0,Haren (Groningen),Basic School
Prof W J Bladergroenschool Haren,Cantersveen 4,/basisscholen/haren-groningen/23930/prof-w-j-bladergroenschool-haren/,Algemeen bijzonder,22.0,Haren (Groningen),Basic School
Openbare Basisschool de Wissel,Mellenssteeg 16,/basisscholen/haren-groningen/7345/openbare-basisschool-de-wissel/,Openbaar Basisonderwijs162,162.0,Haren (Groningen),Basic School
OBS Brinkschool,Oude Brinkweg 95,/basisscholen/haren-groningen/11194/obs-brinkschool/,Openbaar Basisonderwijs427,427.0,Haren (Groningen),Basic School
VSO PJ Friso arbeid en vervolgonderwijs,Dilgtplein 1 a,/basisscholen/haren-groningen/11334/vso-pj-friso-arbeid-en-vervolgonderwijs/,Openbaar Speciaal,,Haren (Groningen),Basic School
SO GBS en PJ Friso,Dilgtplein 1,/basisscholen/haren-groningen/7532/so-gbs-en-pj-friso/,Openbaar Speciaal,115.0,Haren (Groningen),Basic School
Koninklijke Visio Onderwijs Haren,Rijksstraatweg 284,/basisscholen/haren-groningen/11352/koninklijke-visio-onderwijs-haren/,Algemeen bijzonder,32.0,Haren (Groningen),Basic School
Basisschool Het Mozaïek -school met de Bijbel -,Tussenziel 25,/basisscholen/haren-groningen/22698/basisschool-het-mozaiek-school-met-de-bijbel/,Prot. christelijk,82.0,Haren (Groningen),Basic School
Kentalis Guyotschool voor SO-A,Rijksstraatweg 63b,/basisscholen/haren-groningen/23977/kentalis-guyotschool-voor-so-a/,Algemeen bijzonder,45.0,Haren (Groningen),Basic School
Kentalis Guyotschool SO CMB Haren,Rijksstraatweg 63 B,/basisscholen/haren-groningen/24019/kentalis-guyotschool-so-cmb-haren/,Algemeen bijzonder,23.0,Haren (Groningen),Basic School
Christelijke Basisschool De Borg,Wederikweg 19,/basisscholen/haren-groningen/11792/christelijke-basisschool-de-borg/,Prot. christelijk,482.0,Haren (Groningen),Basic School
Sint Nicolaasschool,Westerse Drift 98,/basisscholen/haren-groningen/11945/sint-nicolaasschool/,Katholiek Basisonderwijs393,393.0,Haren (Groningen),Basic School
Basisschool St. Lambertus,Grotestraat 6,/basisscholen/haren-noord-brabant/11623/basisschool-st-lambertus/,Katholiek Basisonderwijs42,42.0,Haren (Noord-Brabant),Basic School
OBS Beatrixschool,Hulstweg 8,/basisscholen/harfsen/11420/obs-beatrixschool/,Openbaar Basisonderwijs98,98.0,Harfsen,Basic School
Christelijke Basisschool De Wynroas,Ikeloane 10,/basisscholen/harkema/5707/christelijke-basisschool-de-wynroas/,Prot. christelijk,210.0,Harkema,Basic School
It Holdersnest,Homear 1,/basisscholen/harkema/10366/it-holdersnest/,Openbaar Basisonderwijs164,164.0,Harkema,Basic School
Basisschool De Ster,Dorpshuisweg 36,/basisscholen/harkstede-gem-midden-groningen/25468/basisschool-de-ster/,Prot. christelijk,76.0,Harkstede (Gem. Midden-Groningen),Basic School
OBS Driespan,Dorpshuisweg 36,/basisscholen/harkstede-gem-midden-groningen/25863/obs-driespan/,Openbaar Basisonderwijs246,246.0,Harkstede (Gem. Midden-Groningen),Basic School
basisschool Sint Michael,Schritsen 52,/basisscholen/harlingen/9560/basisschool-sint-michael/,Katholiek Basisonderwijs346,346.0,Harlingen,Basic School
Openbare basisschool 't Wad,Midlumerlaan 13,/basisscholen/harlingen/26669/openbare-basisschool-t-wad/,Openbaar Basisonderwijs169,169.0,Harlingen,Basic School
Openbare Basisschool Het Noorderlicht,F Domela Nieuwenhuisstr 81,/basisscholen/harlingen/26671/openbare-basisschool-het-noorderlicht/,Openbaar Basisonderwijs222,222.0,Harlingen,Basic School
